Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.198,i,5,186,4340,4,Macro-expression,III
spNO.169,m,1893,1929,1948,38,Macro-expression,VII
spNO.151,i,2468,2500,2673,24+14,Macro-expression,VII
spNO.201,e,1931,1940,1947,2+1,Macro-expression,II
spNO.161,c,2426,2443,2567,14,Macro-expression,VII
spNO.152,m,877,912,1055,24+14,Macro-expression,VII
spNO.215,a,221,229,250,1,Micro-expression,V
spNO.192,i,3659,3679,3776,4,Macro-expression,III
spNO.151,g,1472,1503,1604,14,Macro-expression,VII
spNO.146,a,135,163,264,14,Macro-expression,VII
spNO.170,f,146,168,225,14,Macro-expression,VII
spNO.204,k,852,872,922,B28+14,Macro-expression,VII
spNO.149,l,3269,3287,3337,14,Macro-expression,VII
spNO.186,g,2187,2353,2742,4,Macro-expression,III
spNO.184,a,815,847,876,24+4,Macro-expression,VII
spNO.163,e,484,511,542,R14,Macro-expression,VII
spNO.193,h,736,756,795,17,Macro-expression,VII
spNO.192,e,437,884,1225,4+24,Macro-expression,VII
spNO.169,g,1078,1117,1148,R2,Macro-expression,VII
spNO.215,j,4,15,69,23+14,Macro-expression,VII
spNO.179,d,98,195,242,28+14,Macro-expression,VII
spNO.207,a,667,673,822,4,Micro-expression,III
spNO.184,j,1157,1210,1304,4+12+4,Macro-expression,VII
spNO.207,d,327,341,373,T28,Macro-expression,VII
spNO.13,d,133,164,209,T28+24+16+14,Macro-expression,VII
spNO.148,e,1010,1030,1056,4+14,Macro-expression,VII
spNO.174,c,3243,3272,3417,14,Macro-expression,VII
spNO.10,k,2067,2069,2072,L2,Micro-expression,VII
spNO.14,i,2142,2162,2176,21+14,Macro-expression,VII
spNO.155,j,397,412,644,1,Macro-expression,V
spNO.207,l,474,479,496,4,Micro-expression,III
spNO.155,e,894,921,994,25+16,Macro-expression,VII
spNO.168,e,31,43,58,14,Macro-expression,VII
spNO.171,e,964,989,1029,1,Macro-expression,V
spNO.197,g,1509,1520,1560,14,Macro-expression,VII
spNO.184,m,523,532,553,R14,Macro-expression,VII
spNO.149,g,2690,2738,2742,14,Macro-expression,VII
spNO.15,h,73,739,2632,4,Macro-expression,III
spNO.165,c,26,64,418,14+43+6+4+5+2+1+4,Macro-expression,VII
spNO.162,m,2661,2679,2713,14,Macro-expression,VII
spNO.207,d,217,231,268,4+10,Macro-expression,VII
spNO.169,d,1820,1878,2025,4,Macro-expression,III
spNO.11,k,388,399,426,14+23,Macro-expression,VII
spNO.42,f,1865,1878,1892,4,Macro-expression,III
spNO.187,c,2541,2549,2575,B23,Micro-expression,III
spNO.147,b,759,772,797,14,Macro-expression,VII
spNO.11,J,21,44,57,14,Macro-expression,VII
spNO.210,h,1337,1349,1366,14,Macro-expression,VII
spNO.175,f,1803,1818,1919,5,Macro-expression,II
spNO.8,i,1232,1253,1287,14,Macro-expression,VII
spNO.160,g,1786,1792,1805,14,Micro-expression,VII
spNO.3,l,2871,2883,2925,L2+L1,Macro-expression,II
spNO.42,b,1132,1158,1212,4,Macro-expression,III
spNO.161,e,235,250,283,5+2+1,Macro-expression,VII
spNO.200,f,588,618,769,23+14,Macro-expression,VII
spNO.152,l,1065,1083,1117,28+14,Macro-expression,VII
spNO.7,c,1213,1736,2167,14+4,Macro-expression,VII
spNO.11,i,1524,1550,1599,14,Macro-expression,VII
spNO.157,d,2506,2510,2515,4,Micro-expression,III
spNO.146,m,635,662,703,14,Macro-expression,VII
spNO.169,k,670,680,704,L1+L2,Macro-expression,II
spNO.186,b,200,214,294,6+4,Macro-expression,VII
spNO.189,a,186,206,352,2+1+14,Macro-expression,VII
spNO.182,d,952,985,1120,14+15+12,Macro-expression,VII
spNO.204,j,500,503,516,5,Micro-expression,II
spNO.11,i,2087,2098,2132,4,Macro-expression,III
spNO.201,d,3666,3677,3710,2+1,Macro-expression,II
spNO.8,m,498,511,542,14,Macro-expression,VII
spNO.169,c,420,442,483,24,Macro-expression,VII
spNO.175,j,404,429,509,4+7+6,Macro-expression,III
spNO.204,b,670,678,698,14,Micro-expression,VII
spNO.179,m,460,475,552,1+4,Macro-expression,V
spNO.9,i,151,322,343,4,Macro-expression,III
spNO.184,m,954,973,1008,14,Macro-expression,VII
spNO.146,m,935,963,985,4,Macro-expression,III
spNO.1,k,153,159,168,38,Micro-expression,VII
spNO.217,g,43,55,73,R11,Macro-expression,VII
spNO.6,j,1683,1689,1692,14,Micro-expression,VII
spNO.215,e,1727,1752,1767,38,Macro-expression,VII
spNO.175,e,92,104,126,17,Macro-expression,VII
spNO.201,a,250,450,825,12+38+12,Macro-expression,VII
spNO.215,g,1813,1827,1851,1+2,Macro-expression,II
spNO.168,j,545,557,596,24,Macro-expression,VII
spNO.210,h,1951,1965,2000,14,Macro-expression,VII
spNO.180,k,117,154,203,14,Macro-expression,VII
spNO.201,a,531,777,825,24+15,Macro-expression,VII
spNO.148,b,287,290,295,4,Micro-expression,III
spNO.201,i,3859,3870,3884,2+1,Macro-expression,II
spNO.179,m,900,911,967,4,Macro-expression,III
spNO.198,c,57,81,221,4,Macro-expression,III
spNO.42,d,3253,3268,3302,4+1,Macro-expression,V
spNO.213,k,1748,1781,1868,14,Macro-expression,VII
spNO.147,l,2780,2797,2833,28,Macro-expression,VII
spNO.203,d,3874,3935,4126,28+14,Macro-expression,VII
spNO.197,l,3139,3151,3178,2+1+24,Macro-expression,VII
spNO.210,k,1361,1369,1390,14,Micro-expression,VII
spNO.160,m,1261,1267,1282,4,Micro-expression,III
spNO.10,l,2046,2070,2221,12+4+25,Macro-expression,VII
spNO.142,j,1732,1747,1788,12,Macro-expression,I
spNO.202,c,2712,2745,2884,14,Macro-expression,VII
spNO.14,h,368,395,429,14,Macro-expression,VII
spNO.149,j,822,940,1539,B28+R12,Macro-expression,VII
spNO.171,g,2298,2306,2335,4,Micro-expression,III
spNO.163,d,3185,3242,3281,38,Macro-expression,VII
spNO.151,k,658,830,1135,15+12+25+B28+14,Macro-expression,VII
spNO.209,j,661,668,709,14,Micro-expression,VII
spNO.167,j,1692,1697,1705,2+1,Micro-expression,II
spNO.150,f,2035,2042,2049,L14,Micro-expression,VII
spNO.152,k,172,275,616,24+14,Macro-expression,VII
spNO.10,j,1376,1473,1547,25+12+15,Macro-expression,VII
spNO.192,g,57,66,79,14,Macro-expression,VII
spNO.77,d,25,45,75,14,Macro-expression,VII
spNO.187,l,3437,3444,3484,B28,Micro-expression,VII
spNO.160,k,2754,2760,2774,15,Micro-expression,V
spNO.147,g,2037,2064,2091,R10+24+14,Macro-expression,VII
spNO.154,g,197,215,314,2+1,Macro-expression,II
spNO.13,i,2082,2107,2208,14,Macro-expression,VII
spNO.153,m,1715,1813,1868,4,Macro-expression,III
spNO.216,d,2825,2848,2874,38,Macro-expression,VII
spNO.194,m,1920,1927,1946,17+14,Micro-expression,VII
spNO.197,l,662,669,674,5,Micro-expression,II
spNO.206,k,11,44,80,14,Macro-expression,VII
spNO.189,k,1633,1658,1731,14+6+4+4+1,Macro-expression,VII
spNO.10,l,1086,1090,1094,4,Micro-expression,III
spNO.210,d,4710,4719,4766,14,Macro-expression,VII
spNO.142,k,173,188,252,14,Macro-expression,VII
spNO.208,b,88,97,114,4,Macro-expression,III
spNO.150,i,1080,1098,1118,14,Macro-expression,VII
spNO.207,e,2505,2517,2548,14,Macro-expression,VII
spNO.196,c,2331,2336,2359,38,Micro-expression,VII
spNO.77,g,289,308,331,14,Macro-expression,VII
spNO.194,e,412,426,439,2+1,Macro-expression,II
spNO.162,e,663,699,821,4+14,Macro-expression,VII
spNO.172,i,1558,1570,1598,14,Macro-expression,VII
spNO.77,a,232,245,252,1,Macro-expression,V
spNO.208,c,2415,2478,2498,4,Macro-expression,III
spNO.189,i,111,116,120,9+4,Micro-expression,IV
spNO.179,d,4322,4373,4819,15+10+9+4,Macro-expression,VII
spNO.153,c,5,41,81,28+14+4,Macro-expression,VII
spNO.201,l,952,963,977,R14,Macro-expression,VII
spNO.208,i,1848,1882,1945,4,Macro-expression,III
spNO.189,h,2441,2444,2448,9,Micro-expression,IV
spNO.165,k,2270,2450,2513,4+14,Macro-expression,VII
spNO.193,l,175,217,335,14,Macro-expression,VII
spNO.148,j,945,958,974,12,Macro-expression,I
spNO.171,m,2469,2474,2485,4,Micro-expression,III
spNO.2,d,1196,1220,1247,38,Macro-expression,VII
spNO.194,g,411,457,492,14,Macro-expression,VII
spNO.203,h,1605,1620,1634,17,Macro-expression,VII
spNO.151,h,2444,2501,2560,4,Macro-expression,III
spNO.213,l,3072,3082,3124,4,Macro-expression,III
spNO.144,m,1553,1570,1610,2+1,Macro-expression,II
spNO.2,d,2635,2668,2694,38,Macro-expression,VII
spNO.181,a,41,54,128,4,Macro-expression,III
spNO.215,m,341,383,415,14+1+2,Macro-expression,VII
spNO.216,m,622,632,637,L7,Micro-expression,VII
spNO.187,k,638,685,760,12,Macro-expression,I
spNO.3,m,1538,1544,1549,1,Micro-expression,V
spNO.163,d,3373,3414,3482,38,Macro-expression,VII
spNO.147,e,1894,1904,1983,L14,Macro-expression,VII
spNO.7,i,5,5,38,14,Micro-expression,VII
spNO.192,k,261,1059,1268,12+23+4+1+14,Macro-expression,VII
spNO.42,j,1583,1606,1670,24,Macro-expression,VII
spNO.194,m,1244,1283,1348,2+1,Macro-expression,II
spNO.149,d,92,102,111,18,Macro-expression,VII
spNO.148,j,868,877,902,4,Macro-expression,III
spNO.8,h,2255,2276,2314,14,Macro-expression,VII
spNO.40,g,1783,1792,1887,R14,Macro-expression,VII
spNO.146,f,1486,1509,1594,7,Macro-expression,VII
spNO.12,c,491,552,831,2+1+20+5,Macro-expression,VII
spNO.4,l,2410,2418,2444,4,Micro-expression,III
spNO.208,c,2334,2341,2349,5,Micro-expression,II
spNO.1,e,62,68,96,R12,Micro-expression,I
spNO.42,m,2326,2350,2386,4,Macro-expression,III
spNO.201,g,165,170,175,2+1,Micro-expression,II
spNO.208,c,454,466,501,5+12,Macro-expression,VII
spNO.140,f,1620,1710,1787,15,Macro-expression,V
spNO.147,d,1765,1804,2056,28+14,Macro-expression,VII
spNO.2,d,622,638,675,38,Macro-expression,VII
spNO.170,l,7,22,40,14,Macro-expression,VII
spNO.209,m,1714,1726,1758,14,Macro-expression,VII
spNO.183,j,416,421,438,24,Micro-expression,VII
spNO.186,i,125,364,531,4,Macro-expression,III
spNO.165,a,30,50,279,17+14,Macro-expression,VII
spNO.172,f,346,364,414,R10+14,Macro-expression,VII
spNO.145,d,4672,4719,4750,17+24+14,Macro-expression,VII
spNO.144,i,3668,3685,3713,24+14+9+4,Macro-expression,VII
spNO.160,e,1433,1439,1447,2+1,Micro-expression,II
spNO.196,e,1382,1389,1417,38,Micro-expression,VII
spNO.161,c,212,239,458,4,Macro-expression,III
spNO.211,c,3186,3207,3282,14,Macro-expression,VII
spNO.187,c,435,516,806,28+14+12,Macro-expression,VII
spNO.11,g,30,44,53,4,Macro-expression,III
spNO.168,c,37,61,212,7,Macro-expression,VII
spNO.3,e,2200,2204,2225,1,Micro-expression,V
spNO.181,d,3200,3222,3282,4,Macro-expression,III
spNO.165,j,844,921,1021,12+4,Macro-expression,VII
spNO.154,h,259,267,352,14,Micro-expression,VII
spNO.182,k,2336,2348,2434,1,Macro-expression,V
spNO.151,e,1584,1620,1682,14,Macro-expression,VII
spNO.202,l,3516,3570,3649,14,Macro-expression,VII
spNO.216,h,2189,2199,2215,R1+R2,Macro-expression,II
spNO.147,d,2535,2583,2784,R10,Macro-expression,IV
spNO.12,h,1161,1173,1229,14,Macro-expression,VII
spNO.202,l,1273,1292,1333,17,Macro-expression,VII
spNO.144,a,737,902,983,14+12,Macro-expression,VII
spNO.40,i,1093,1116,1154,L14,Macro-expression,VII
spNO.155,c,830,849,871,25+20+16,Macro-expression,VII
spNO.77,i,675,697,824,4,Macro-expression,III
spNO.210,h,1269,1284,1303,38,Macro-expression,VII
spNO.177,a,754,933,1025,12,Macro-expression,I
spNO.142,d,2864,2875,2894,24+14,Macro-expression,VII
spNO.153,m,1280,1622,1692,4+7+20,Macro-expression,VII
spNO.156,a,34,38,46,4,Micro-expression,III
spNO.40,g,1232,1239,1274,L14,Micro-expression,VII
spNO.42,j,1405,1426,1465,24,Macro-expression,VII
spNO.40,k,1081,1109,1222,R14+17,Macro-expression,VII
spNO.2,d,735,761,768,38,Macro-expression,VII
spNO.4,h,1889,1921,2031,4,Macro-expression,III
spNO.169,l,2218,2242,2328,R2,Macro-expression,VII
spNO.170,i,279,314,356,14,Macro-expression,VII
spNO.142,e,221,238,257,24+14,Macro-expression,VII
spNO.3,h,1733,1745,1766,38,Macro-expression,VII
spNO.3,h,104,116,131,24,Macro-expression,VII
spNO.42,c,3311,3319,3338,4,Micro-expression,III
spNO.176,c,2479,2548,2632,14+28,Macro-expression,VII
spNO.171,h,3120,3184,3202,2+1,Macro-expression,II
spNO.177,e,432,472,503,14+18+6+16,Macro-expression,VII
spNO.144,e,894,904,925,14,Macro-expression,VII
spNO.186,l,3310,3366,3536,14+17,Macro-expression,VII
spNO.208,m,659,670,686,4,Macro-expression,III
spNO.182,l,1837,1965,2050,14,Macro-expression,VII
spNO.146,c,2345,2643,3021,4+4,Macro-expression,VII
spNO.5,e,1880,1887,1899,R7,Micro-expression,VII
spNO.208,m,178,183,198,4,Micro-expression,III
spNO.12,k,1175,1194,1221,7,Macro-expression,VII
spNO.165,e,51,77,110,4,Macro-expression,III
spNO.151,g,222,259,345,12,Macro-expression,I
spNO.192,f,400,1823,2313,4,Macro-expression,III
spNO.169,c,1920,1936,1972,24,Macro-expression,VII
spNO.144,d,1193,1208,1222,2+1,Macro-expression,II
spNO.147,e,1058,1069,1071,5,Micro-expression,II
spNO.165,d,25,41,60,17+14,Macro-expression,VII
spNO.203,l,65,86,192,14,Macro-expression,VII
spNO.217,a,528,539,561,14,Macro-expression,VII
spNO.216,h,1510,1526,1544,38,Macro-expression,VII
spNO.187,b,449,460,472,14,Macro-expression,VII
spNO.184,b,359,376,428,4+14,Macro-expression,VII
spNO.215,i,549,556,576,1,Micro-expression,V
spNO.160,l,2883,2906,2926,14,Macro-expression,VII
spNO.4,a,53,98,154,15,Macro-expression,V
spNO.196,l,3144,3155,3172,14,Macro-expression,VII
spNO.182,j,437,466,508,12,Macro-expression,I
spNO.9,j,732,741,766,2+1,Macro-expression,II
spNO.4,b,111,119,135,4,Micro-expression,III
spNO.208,a,439,481,547,12+4,Macro-expression,VII
spNO.215,c,119,127,141,1,Micro-expression,V
spNO.176,a,367,414,473,12,Macro-expression,I
spNO.152,l,1513,1534,1640,24+14,Macro-expression,VII
spNO.215,e,148,164,191,14+14,Macro-expression,VII
spNO.216,j,166,184,229,38,Macro-expression,VII
spNO.142,c,2308,2322,2345,24+14,Macro-expression,VII
spNO.42,d,1398,1434,1460,7,Macro-expression,VII
spNO.153,e,433,486,821,1+4,Macro-expression,V
spNO.183,b,5,18,54,14,Macro-expression,VII
spNO.157,c,25,41,51,4,Macro-expression,III
spNO.2,e,958,980,1031,14,Macro-expression,VII
spNO.198,b,7,36,111,14+28,Macro-expression,VII
spNO.189,m,415,427,457,1,Macro-expression,V
spNO.203,i,2358,2402,2514,14,Macro-expression,VII
spNO.12,j,31,38,46,4,Micro-expression,III
spNO.217,e,34,45,58,1+2,Macro-expression,II
spNO.201,g,444,459,485,2+1,Macro-expression,II
spNO.145,c,539,551,600,L14,Macro-expression,VII
spNO.143,k,719,751,856,16+24+14,Macro-expression,VII
spNO.183,i,2463,2859,3042,4+7+7,Macro-expression,VII
spNO.181,h,1827,1851,1887,L14,Macro-expression,VII
spNO.138,c,721,728,739,7,Micro-expression,VII
spNO.149,f,1526,1561,1613,24+14,Macro-expression,VII
spNO.144,g,2561,2587,2611,24+14,Macro-expression,VII
spNO.189,h,37,44,66,9,Micro-expression,IV
spNO.189,j,811,828,837,4,Macro-expression,III
spNO.189,d,122,127,130,9,Micro-expression,IV
spNO.177,m,650,667,674,5,Macro-expression,II
spNO.210,i,2492,2513,2540,14,Macro-expression,VII
spNO.3,g,85,97,124,14,Macro-expression,VII
spNO.179,e,1147,1160,1305,10+9+4,Macro-expression,VII
spNO.40,j,299,309,328,18,Macro-expression,VII
spNO.172,i,538,543,566,2+1,Micro-expression,II
spNO.151,l,3734,3785,3938,14,Macro-expression,VII
spNO.11,l,2733,2743,2746,16,Micro-expression,VII
spNO.169,d,2788,2797,2833,R2,Macro-expression,VII
spNO.147,k,329,344,453,4,Macro-expression,III
spNO.201,c,7,7,23,2+1+5,Micro-expression,VII
spNO.151,h,485,518,582,24+14,Macro-expression,VII
spNO.208,k,428,548,580,12,Macro-expression,I
spNO.169,h,1322,1328,1363,24,Micro-expression,VII
spNO.40,e,2784,2798,2824,L14,Macro-expression,VII
spNO.160,e,2113,2136,2230,28+14+17,Macro-expression,VII
spNO.179,l,4106,4159,4192,14,Macro-expression,VII
spNO.207,c,5,5,38,4,Micro-expression,III
spNO.184,m,126,135,145,18,Macro-expression,VII
spNO.201,i,286,303,326,24,Macro-expression,VII
spNO.210,g,558,575,614,38,Macro-expression,VII
spNO.192,d,4736,4744,4793,1,Micro-expression,V
spNO.201,e,1285,1305,1344,2+1,Macro-expression,II
spNO.150,d,995,1006,1032,24+14,Macro-expression,VII
spNO.165,d,662,895,1185,4,Macro-expression,III
spNO.194,e,556,567,582,2+1,Macro-expression,II
spNO.161,g,1040,1261,2004,4+10+28+14+24,Macro-expression,VII
spNO.209,l,268,272,301,14,Micro-expression,VII
spNO.8,e,61,76,103,R18+14,Macro-expression,VII
spNO.11,e,856,864,872,4,Micro-expression,III
spNO.154,i,2489,2499,2505,10,Macro-expression,IV
spNO.42,i,1382,1534,1613,4,Macro-expression,III
spNO.208,c,2263,2292,2309,4+R10,Macro-expression,VII
spNO.153,j,1573,1579,1586,5+2+1,Micro-expression,VII
spNO.176,k,8,12,27,14,Micro-expression,VII
spNO.184,d,4394,4421,4565,4,Macro-expression,III
spNO.17,d,153,169,268,2+1,Macro-expression,II
spNO.200,c,51,284,318,7+4+6,Macro-expression,III
spNO.148,b,811,815,820,4,Micro-expression,III
spNO.13,d,517,576,627,14,Macro-expression,VII
spNO.148,j,1072,1111,1166,4+24+14,Macro-expression,VII
spNO.177,b,1138,1242,1270,12,Macro-expression,I
spNO.208,a,367,416,439,12,Macro-expression,I
spNO.2,m,51,61,70,4,Macro-expression,III
spNO.13,i,2616,2629,2843,14,Macro-expression,VII
spNO.194,i,1752,1771,1811,4,Macro-expression,III
spNO.170,h,732,750,799,14,Macro-expression,VII
spNO.77,h,792,810,848,4,Macro-expression,III
spNO.40,i,3080,3159,3279,R14,Macro-expression,VII
spNO.10,l,20,36,69,14+17,Macro-expression,VII
spNO.189,i,271,275,280,9+4,Micro-expression,IV
spNO.40,e,1850,1891,1914,14,Macro-expression,VII
spNO.17,l,2360,2402,2410,2+1,Macro-expression,II
spNO.160,f,166,259,306,28+14,Macro-expression,VII
spNO.157,g,7,14,171,14,Micro-expression,VII
spNO.169,h,1384,1396,1420,1+2,Macro-expression,II
spNO.169,d,4192,4202,4234,38,Macro-expression,VII
spNO.215,m,1084,1096,1111,38,Macro-expression,VII
spNO.14,h,1098,1124,1151,38,Macro-expression,VII
spNO.162,m,191,197,206,4,Micro-expression,III
spNO.4,k,2075,2111,2121,12,Macro-expression,I
spNO.147,c,459,563,655,R10+4+L14,Macro-expression,VII
spNO.39,b,942,953,980,1+2,Macro-expression,II
spNO.207,c,366,372,380,4,Micro-expression,III
spNO.171,d,3193,3357,3675,12,Macro-expression,I
spNO.13,f,1440,1455,1466,7,Macro-expression,VII
spNO.152,i,3730,3763,3882,24+14,Macro-expression,VII
spNO.189,l,2593,2600,2604,2+1,Micro-expression,II
spNO.144,k,289,942,1294,12+10+38,Macro-expression,VII
spNO.10,l,1692,1727,1895,12+4+25,Macro-expression,VII
spNO.212,l,66,96,157,1+2+14,Macro-expression,VII
spNO.189,e,717,737,776,14,Macro-expression,VII
spNO.160,d,3007,3018,3031,R10,Macro-expression,IV
spNO.202,f,7,7,45,14,Micro-expression,VII
spNO.186,a,18,53,163,4+14,Macro-expression,VII
spNO.152,j,366,406,464,24+14,Macro-expression,VII
spNO.40,k,286,291,337,14,Micro-expression,VII
spNO.142,l,577,591,616,17,Macro-expression,VII
spNO.166,i,957,977,1008,2+1,Macro-expression,II
spNO.206,k,1588,1594,1601,1,Micro-expression,V
spNO.40,g,294,325,504,R14+38,Macro-expression,VII
spNO.216,k,301,352,481,12,Macro-expression,I
spNO.213,g,5,24,62,2+1,Macro-expression,II
spNO.13,j,564,577,598,12+6,Macro-expression,I
spNO.195,h,2149,2160,2192,14,Macro-expression,VII
spNO.183,i,245,281,404,4,Macro-expression,III
spNO.148,l,1245,1274,1291,4,Macro-expression,III
spNO.2,d,2160,2175,2205,38,Macro-expression,VII
spNO.10,i,2030,2035,2098,4,Micro-expression,III
spNO.190,j,722,756,786,24+12,Macro-expression,VII
spNO.201,i,2737,2749,2831,4,Macro-expression,III
spNO.171,f,205,215,258,4,Macro-expression,III
spNO.12,g,1830,1850,1873,14,Macro-expression,VII
spNO.144,m,1058,1123,1188,14+R6+12,Macro-expression,VII
spNO.169,m,1216,1228,1282,7+24,Macro-expression,VII
spNO.215,g,171,195,216,2+1,Macro-expression,II
spNO.147,c,3224,3248,3270,14,Macro-expression,VII
spNO.195,j,1141,1185,1195,12,Macro-expression,I
spNO.159,c,2907,2917,2941,R12,Macro-expression,I
spNO.2,c,2548,2557,2587,4,Macro-expression,III
spNO.160,d,2212,2234,2271,14,Macro-expression,VII
spNO.216,i,1262,1305,1338,38,Macro-expression,VII
spNO.11,d,19,54,69,24+4+14,Macro-expression,VII
spNO.151,h,197,254,485,25,Macro-expression,II
spNO.147,l,2654,2666,2689,24+14,Macro-expression,VII
spNO.215,f,1988,1997,2016,1+2,Macro-expression,II
spNO.163,j,387,403,597,28+14,Macro-expression,VII
spNO.197,i,926,944,982,2+1,Macro-expression,II
spNO.182,g,88,96,127,1,Micro-expression,V
spNO.169,j,564,577,637,R2,Macro-expression,VII
spNO.171,h,3202,3208,3236,4,Micro-expression,III
spNO.158,d,2757,2775,2845,2+1,Macro-expression,II
spNO.160,h,2030,2058,2211,14,Macro-expression,VII
spNO.144,m,567,615,822,14+4,Macro-expression,VII
spNO.147,l,3580,3617,3684,14,Macro-expression,VII
spNO.207,f,1884,1914,1962,R14,Macro-expression,VII
spNO.145,k,284,300,331,14+38,Macro-expression,VII
spNO.2,d,1294,1322,1404,38,Macro-expression,VII
spNO.180,j,243,342,410,14+2+1,Macro-expression,VII
spNO.170,d,2050,2059,2069,14,Macro-expression,VII
spNO.12,d,330,429,657,7+10+15,Macro-expression,VII
spNO.204,m,2679,2685,2695,14,Micro-expression,VII
spNO.176,j,728,916,1059,12,Macro-expression,I
spNO.42,d,3555,3561,3589,1,Micro-expression,V
spNO.147,g,987,998,1032,4,Macro-expression,III
spNO.217,d,373,403,463,1+2+12,Macro-expression,VII
spNO.14,e,388,400,414,7,Macro-expression,VII
spNO.189,j,166,168,171,9,Micro-expression,IV
spNO.171,h,3356,3371,3414,4,Macro-expression,III
spNO.161,b,29,49,179,14,Macro-expression,VII
spNO.207,l,1573,1601,1653,7,Macro-expression,VII
spNO.158,a,663,681,713,2+1,Macro-expression,II
spNO.186,b,41,73,200,B28+14,Macro-expression,VII
spNO.12,d,74,107,707,16+25+17+T24,Macro-expression,VII
spNO.208,e,717,761,1134,5+12,Macro-expression,VII
spNO.171,b,915,960,988,7,Macro-expression,VII
spNO.139,b,15,48,126,25,Macro-expression,II
spNO.2,a,272,334,739,15+14,Macro-expression,VII
spNO.172,g,1254,1525,1593,14+4+T28+R10,Macro-expression,VII
spNO.206,e,661,674,684,1+2,Macro-expression,II
spNO.182,m,709,748,773,14,Macro-expression,VII
spNO.187,i,835,878,920,14,Macro-expression,VII
spNO.157,g,880,982,1133,4,Macro-expression,III
spNO.148,g,2684,2697,2724,R12,Macro-expression,I
spNO.144,f,1787,1811,1842,5,Macro-expression,II
spNO.195,c,54,75,154,12+5,Macro-expression,VII
spNO.176,k,261,330,419,12,Macro-expression,I
spNO.1,a,37,63,65,4+15+R10,Macro-expression,VII
spNO.216,e,463,471,493,R1+R2,Micro-expression,II
spNO.161,d,675,815,1944,28+14+24,Macro-expression,VII
spNO.42,m,2168,2175,2207,4,Micro-expression,III
spNO.151,e,417,429,459,6,Macro-expression,I
spNO.212,i,556,564,587,1+2,Micro-expression,II
spNO.148,h,1506,1553,1722,4,Macro-expression,III
spNO.190,k,1225,1274,1308,24+12,Macro-expression,VII
spNO.186,c,2038,2056,2155,14+12,Macro-expression,VII
spNO.152,g,1806,1829,1872,14,Macro-expression,VII
spNO.14,l,1480,1544,1601,38+17+14,Macro-expression,VII
spNO.161,k,1189,1198,1575,14+4,Macro-expression,VII
spNO.203,b,7,27,56,14,Macro-expression,VII
spNO.153,c,135,264,296,4,Macro-expression,III
spNO.12,e,457,472,518,4,Macro-expression,III
spNO.180,l,162,195,388,14+16,Macro-expression,VII
spNO.208,j,130,142,170,14+B28,Macro-expression,VII
spNO.153,b,353,542,578,4,Macro-expression,III
spNO.147,c,13,39,72,14,Macro-expression,VII
spNO.40,h,646,664,702,14,Macro-expression,VII
spNO.196,h,1764,1781,1816,14,Macro-expression,VII
spNO.215,k,120,134,157,1,Macro-expression,V
spNO.169,l,149,174,208,R2+L1+L2,Macro-expression,VII
spNO.215,l,759,775,803,14,Macro-expression,VII
spNO.142,g,108,123,182,2+1+24+14,Macro-expression,VII
spNO.147,i,860,947,1024,28+L14+6,Macro-expression,VII
spNO.15,l,2979,2986,2992,4,Micro-expression,III
spNO.175,c,48,88,127,7+6+4,Macro-expression,III
spNO.181,j,258,262,278,R2,Micro-expression,VII
spNO.3,c,1846,1860,1928,1,Macro-expression,V
spNO.165,c,989,1063,1105,4+2+1,Macro-expression,VI
spNO.163,e,1097,1123,1204,R14,Macro-expression,VII
spNO.179,g,1038,1047,1072,2+1,Macro-expression,II
spNO.7,k,1478,1586,1678,12,Macro-expression,I
spNO.182,i,774,801,836,4,Macro-expression,III
spNO.160,h,1575,1583,1594,4,Micro-expression,III
spNO.215,d,3392,3398,3433,23+14,Micro-expression,VII
spNO.167,j,843,857,926,2+1,Macro-expression,II
spNO.187,c,2486,2523,2684,L6+12,Macro-expression,I
spNO.149,e,2000,2044,2098,14+24,Macro-expression,VII
spNO.150,a,355,361,373,10+4,Micro-expression,VII
spNO.169,k,175,206,263,R2+1+7,Macro-expression,VII
spNO.210,i,4240,4258,4297,14,Macro-expression,VII
spNO.170,m,1800,1813,1845,14,Macro-expression,VII
spNO.8,e,2183,2193,2228,4,Macro-expression,III
spNO.203,m,1,79,171,23+14,Macro-expression,VII
spNO.207,a,212,224,245,2+1,Macro-expression,II
spNO.157,h,5,10,42,14,Micro-expression,VII
spNO.171,a,226,230,234,4,Micro-expression,III
spNO.206,m,244,252,260,2,Micro-expression,VII
spNO.1,b,166,175,179,4,Micro-expression,III
spNO.39,b,7,501,525,2+1,Macro-expression,II
spNO.147,m,318,355,563,14+4+10,Macro-expression,VII
spNO.186,e,5,20,78,14,Macro-expression,VII
spNO.196,m,93,106,135,38,Macro-expression,VII
spNO.1,e,96,102,106,R12,Micro-expression,I
spNO.150,d,4270,4292,4321,14,Macro-expression,VII
spNO.10,a,290,327,373,4,Macro-expression,III
spNO.149,e,2880,2934,3056,14,Macro-expression,VII
spNO.145,c,47,61,78,38,Macro-expression,VII
spNO.152,c,850,895,1246,24+14,Macro-expression,VII
spNO.215,e,2058,2065,2078,1,Micro-expression,V
spNO.186,c,1777,1796,1822,14,Macro-expression,VII
spNO.3,g,1632,1659,1710,14,Macro-expression,VII
